industry_code,industry_name,ticker,name,weight,declare_date
801140,轻工制造,000812,陕西金叶,0.5734,2021-12-13
801140,轻工制造,000910,大亚圣象,0.4103,2021-12-13
801140,轻工制造,001211,双枪科技,0.3235,2021-12-13
801140,轻工制造,001216,华瓷股份,0.2919,2021-12-13
801140,轻工制造,002012,凯恩股份,0.6491,2021-12-13
801140,轻工制造,002014,永新股份,0.7706,2021-12-13
801140,轻工制造,002067,景兴纸业,1.0806,2021-12-13
801140,轻工制造,002078,太阳纸业,5.233,2021-12-13
801140,轻工制造,002084,海鸥住工,0.6999,2021-12-13
801140,轻工制造,002117,东港股份,0.7794,2021-12-13
801140,轻工制造,002162,悦心健康,0.4637,2021-12-13
801140,轻工制造,002191,劲嘉股份,1.0813,2021-12-13
801140,轻工制造,002228,合兴包装,0.5848,2021-12-13
801140,轻工制造,002235,安妮股份,1.0503,2021-12-13
801140,轻工制造,002301,齐心集团,0.8543,2021-12-13
801140,轻工制造,002303,美盈森,1.0239,2021-12-13
801140,轻工制造,002348,高乐股份,1.7976,2021-12-13
801140,轻工制造,002374,中锐股份,0.6866,2021-12-13
801140,轻工制造,002489,浙江永强,0.745,2021-12-13
801140,轻工制造,002521,齐峰新材,0.6142,2021-12-13
801140,轻工制造,002565,顺灏股份,1.8051,2021-12-13
801140,轻工制造,002571,德力股份,0.6291,2021-12-13
801140,轻工制造,002572,索菲亚,1.1448,2021-12-13
801140,轻工制造,002599,盛通股份,0.5345,2021-12-13
801140,轻工制造,002615,哈尔斯,0.4056,2021-12-13
801140,轻工制造,002678,珠江钢琴,0.2788,2021-12-13
801140,轻工制造,002701,奥瑞金,1.3925,2021-12-13
801140,轻工制造,002735,王子新材,0.8181,2021-12-13
801140,轻工制造,002752,昇兴股份,0.4884,2021-12-13
801140,轻工制造,002787,华源控股,1.1976,2021-12-13
801140,轻工制造,002790,瑞尔特,0.2408,2021-12-13
801140,轻工制造,002798,帝欧水华,0.5233,2021-12-13
801140,轻工制造,002799,环球印务,0.3025,2021-12-13
801140,轻工制造,002831,裕同科技,3.5957,2021-12-13
801140,轻工制造,002836,新宏泽,0.2357,2021-12-13
801140,轻工制造,002846,英联股份,0.5272,2021-12-13
801140,轻工制造,002853,皮阿诺,0.4806,2021-12-13
801140,轻工制造,002862,实丰文化,0.4316,2021-12-13
801140,轻工制造,002899,英派斯,0.5131,2021-12-13
801140,轻工制造,002918,蒙娜丽莎,0.3748,2021-12-13
